OutputID	OutputName	OutputType	OutputTier	BuildingResourceTier	ConstructionTime	PlanetTypes	Factions	ResourceType	ProductionSteps	Ingredient1	Quantity1	Ingredient2	Quantity2	Ingredient3	Quantity3	Ingredient4	Quantity4	Ingredient5	Quantity5	Ingredient6	Quantity6	Ingredient7	Quantity7	Ingredient8	Quantity8
ice-giant-central-hub-t5	Central Hub	BUILDING	5		360	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Boron	50	Advanced Sensor Grid	44	Alloy Frame	42	Aluminum	34	Boron Composite	32	Assembly Control Matrix	21	Beryllium Matrix	19		
ice-giant-cultivation-hub-t1	Cultivation Hub	BUILDING	1			Ice Giant	MUD;ONI;USTUR	Infrastructure		Auto-Built															
ice-giant-cultivation-hub-t2	Cultivation Hub	BUILDING	2		135	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Boron	28	Advanced Sensor Grid	25	Alloy Frame	24	Aluminum	19								
ice-giant-cultivation-hub-t3	Cultivation Hub	BUILDING	3		180	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Boron	34	Advanced Sensor Grid	30	Alloy Frame	29	Aluminum	23	Boron Composite	21						
ice-giant-cultivation-hub-t4	Cultivation Hub	BUILDING	4		270	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Boron	41	Advanced Sensor Grid	36	Alloy Frame	35	Aluminum	28	Boron Composite	26	Assembly Control Matrix	17				
ice-giant-cultivation-hub-t5	Cultivation Hub	BUILDING	5		360	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Boron	50	Advanced Sensor Grid	44	Alloy Frame	42	Aluminum	34	Boron Composite	32	Assembly Control Matrix	21	Beryllium Matrix	19		
ice-giant-processing-hub-t1	Processing Hub	BUILDING	1		90	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Chromite Ore	25	Arco	20	Germanium	15										
ice-giant-processing-hub-t2	Processing Hub	BUILDING	2		135	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Boron	24	Advanced Sensor Grid	21	Alloy Frame	18	Aluminum	15								
ice-giant-processing-hub-t3	Processing Hub	BUILDING	3		180	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Boron	29	Advanced Sensor Grid	26	Alloy Frame	22	Aluminum	18	Boron Composite	21						
ice-giant-processing-hub-t4	Processing Hub	BUILDING	4		270	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Boron	35	Advanced Sensor Grid	32	Alloy Frame	27	Aluminum	22	Boron Composite	26	Assembly Control Matrix	17				
ice-giant-processing-hub-t5	Processing Hub	BUILDING	5		360	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Boron	42	Advanced Sensor Grid	39	Alloy Frame	33	Aluminum	27	Boron Composite	32	Assembly Control Matrix	21	Beryllium Matrix	19		
ice-giant-extraction-hub-t1	Extraction Hub	BUILDING	1		90	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Chromite Ore	25	Arco	20	Germanium	15										
ice-giant-extraction-hub-t2	Extraction Hub	BUILDING	2		135	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Boron	24	Advanced Sensor Grid	21	Alloy Frame	18	Aluminum	15								
ice-giant-extraction-hub-t3	Extraction Hub	BUILDING	3		180	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Boron	29	Advanced Sensor Grid	26	Alloy Frame	22	Aluminum	18	Boron Composite	21						
ice-giant-extraction-hub-t4	Extraction Hub	BUILDING	4		270	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Boron	35	Advanced Sensor Grid	32	Alloy Frame	27	Aluminum	22	Boron Composite	26	Assembly Control Matrix	17				
ice-giant-extraction-hub-t5	Extraction Hub	BUILDING	5		360	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Boron	42	Advanced Sensor Grid	39	Alloy Frame	33	Aluminum	27	Boron Composite	32	Assembly Control Matrix	21	Beryllium Matrix	19		
ice-giant-storage-hub-t1	Storage Hub	BUILDING	1		90	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Chromite Ore	25	Arco	20	Germanium	15										
ice-giant-storage-hub-t2	Storage Hub	BUILDING	2		135	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Boron	24	Advanced Sensor Grid	21	Alloy Frame	18	Aluminum	15								
ice-giant-storage-hub-t3	Storage Hub	BUILDING	3		180	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Boron	29	Advanced Sensor Grid	26	Alloy Frame	22	Aluminum	18	Boron Composite	21						
ice-giant-storage-hub-t4	Storage Hub	BUILDING	4		270	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Boron	35	Advanced Sensor Grid	32	Alloy Frame	27	Aluminum	22	Boron Composite	26	Assembly Control Matrix	17				
ice-giant-storage-hub-t5	Storage Hub	BUILDING	5		360	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Boron	42	Advanced Sensor Grid	39	Alloy Frame	33	Aluminum	27	Boron Composite	32	Assembly Control Matrix	21	Beryllium Matrix	19		
ice-giant-farm-hub-t1	Farm Hub	BUILDING	1		90	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Chromite Ore	25	Arco	20	Germanium	15										
ice-giant-farm-hub-t2	Farm Hub	BUILDING	2		135	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Boron	24	Advanced Sensor Grid	21	Alloy Frame	18	Aluminum	15								
ice-giant-farm-hub-t3	Farm Hub	BUILDING	3		180	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Boron	29	Advanced Sensor Grid	26	Alloy Frame	22	Aluminum	18	Boron Composite	21						
ice-giant-farm-hub-t4	Farm Hub	BUILDING	4		270	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Boron	35	Advanced Sensor Grid	32	Alloy Frame	27	Aluminum	22	Boron Composite	26	Assembly Control Matrix	17				
ice-giant-farm-hub-t5	Farm Hub	BUILDING	5		360	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Boron	42	Advanced Sensor Grid	39	Alloy Frame	33	Aluminum	27	Boron Composite	32	Assembly Control Matrix	21	Beryllium Matrix	19		
ice-giant-power-plant-t1	Power Plant	BUILDING	1		90	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Chromite Ore	25	Arco	20	Germanium	15										
ice-giant-power-plant-t2	Power Plant	BUILDING	2		135	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Boron	24	Advanced Sensor Grid	21	Alloy Frame	18	Aluminum	15								
ice-giant-power-plant-t3	Power Plant	BUILDING	3		180	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Boron	29	Advanced Sensor Grid	26	Alloy Frame	22	Aluminum	18	Boron Composite	21						
ice-giant-power-plant-t4	Power Plant	BUILDING	4		270	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Boron	35	Advanced Sensor Grid	32	Alloy Frame	27	Aluminum	22	Boron Composite	26	Assembly Control Matrix	17				
ice-giant-power-plant-t5	Power Plant	BUILDING	5		360	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Boron	42	Advanced Sensor Grid	39	Alloy Frame	33	Aluminum	27	Boron Composite	32	Assembly Control Matrix	21	Beryllium Matrix	19		
ice-giant-crew-quarters-t1	Crew Quarters	BUILDING	1		90	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Chromite Ore	25	Arco	20	Germanium	15										
ice-giant-crew-quarters-t2	Crew Quarters	BUILDING	2		135	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Boron	24	Advanced Sensor Grid	21	Alloy Frame	18	Aluminum	15								
ice-giant-crew-quarters-t3	Crew Quarters	BUILDING	3		180	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Boron	29	Advanced Sensor Grid	26	Alloy Frame	22	Aluminum	18	Boron Composite	21						
ice-giant-crew-quarters-t4	Crew Quarters	BUILDING	4		270	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Boron	35	Advanced Sensor Grid	32	Alloy Frame	27	Aluminum	22	Boron Composite	26	Assembly Control Matrix	17				
ice-giant-crew-quarters-t5	Crew Quarters	BUILDING	5		360	Ice Giant	MUD;ONI;USTUR	Infrastructure	1	Boron	42	Advanced Sensor Grid	39	Alloy Frame	33	Aluminum	27	Boron Composite	32	Assembly Control Matrix	21	Beryllium Matrix	19		
ice-giant-cobalt-processor-t1	Cobalt Processor	BUILDING	1	2	60	Ice Giant	MUD;ONI;USTUR	Processing	1	Chromite Ore	25	Arco	20	Germanium	15										
ice-giant-cobalt-processor-t2	Cobalt Processor	BUILDING	2	2	45	Ice Giant	MUD;ONI;USTUR	Processing	1	Chromite	30	Arco	24	Germanium	18	Boron	19								
ice-giant-cobalt-processor-t3	Cobalt Processor	BUILDING	3	2	30	Ice Giant	MUD;ONI;USTUR	Processing	1	Chromite	36	Arco	29	Germanium	22	Boron	23	Advanced Sensor Grid	21						
ice-giant-cobalt-processor-t4	Cobalt Processor	BUILDING	4	2	25	Ice Giant	MUD;ONI;USTUR	Processing	1	Chromite	44	Arco	35	Germanium	27	Boron	28	Advanced Sensor Grid	26	Alloy Frame	25				
ice-giant-cobalt-processor-t5	Cobalt Processor	BUILDING	5	2	20	Ice Giant	MUD;ONI;USTUR	Processing	1	Chromite	53	Arco	42	Germanium	33	Boron	34	Advanced Sensor Grid	32	Alloy Frame	30	Aluminum	25		
ice-giant-germanium-extractor-t1	Germanium Extractor	BUILDING	1	1	90	Ice Giant	MUD;ONI;USTUR	Extraction		Alloy Frame	25	Barrier Material	22	Base Structure	19										
ice-giant-germanium-extractor-t2	Germanium Extractor	BUILDING	2	1	75	Ice Giant	MUD;ONI;USTUR	Extraction		Alloy Frame	30	Barrier Material	27	Base Structure	23	Iron	21								
ice-giant-germanium-extractor-t3	Germanium Extractor	BUILDING	3	1	60	Ice Giant	MUD;ONI;USTUR	Extraction		Alloy Frame	36	Barrier Material	33	Base Structure	28	Iron	26	Tin	23						
ice-giant-germanium-extractor-t4	Germanium Extractor	BUILDING	4	1	50	Ice Giant	MUD;ONI;USTUR	Extraction		Alloy Frame	44	Barrier Material	40	Base Structure	34	Iron	32	Tin	28	Boron	23				
ice-giant-germanium-extractor-t5	Germanium Extractor	BUILDING	5	1	40	Ice Giant	MUD;ONI;USTUR	Extraction		Alloy Frame	53	Barrier Material	48	Base Structure	41	Iron	39	Tin	34	Boron	28	Advanced Sensor Grid	25		
ice-giant-krypton-extractor-t1	Krypton Extractor	BUILDING	1	1	90	Ice Giant	MUD;ONI;USTUR	Extraction		Alloy Frame	25	Barrier Material	22	Base Structure	19										
ice-giant-krypton-extractor-t2	Krypton Extractor	BUILDING	2	1	75	Ice Giant	MUD;ONI;USTUR	Extraction		Alloy Frame	30	Barrier Material	27	Base Structure	23	Iron	21								
ice-giant-krypton-extractor-t3	Krypton Extractor	BUILDING	3	1	60	Ice Giant	MUD;ONI;USTUR	Extraction		Alloy Frame	36	Barrier Material	33	Base Structure	28	Iron	26	Tin	23						
ice-giant-krypton-extractor-t4	Krypton Extractor	BUILDING	4	1	50	Ice Giant	MUD;ONI;USTUR	Extraction		Alloy Frame	44	Barrier Material	40	Base Structure	34	Iron	32	Tin	28	Boron	23				
ice-giant-krypton-extractor-t5	Krypton Extractor	BUILDING	5	1	40	Ice Giant	MUD;ONI;USTUR	Extraction		Alloy Frame	53	Barrier Material	48	Base Structure	41	Iron	39	Tin	34	Boron	28	Advanced Sensor Grid	25		
ice-giant-cobalt-ore-extractor-t1	Cobalt Ore Extractor	BUILDING	1	2	90	Ice Giant	MUD;ONI;USTUR	Extraction		Boron	23	Advanced Sensor Grid	20	Alloy Frame	19										
ice-giant-cobalt-ore-extractor-t2	Cobalt Ore Extractor	BUILDING	2	2	75	Ice Giant	MUD;ONI;USTUR	Extraction		Boron	28	Advanced Sensor Grid	24	Alloy Frame	23	Aluminum	19								
ice-giant-cobalt-ore-extractor-t3	Cobalt Ore Extractor	BUILDING	3	2	60	Ice Giant	MUD;ONI;USTUR	Extraction		Boron	34	Advanced Sensor Grid	29	Alloy Frame	28	Aluminum	23	Barrier Material	23						
ice-giant-cobalt-ore-extractor-t4	Cobalt Ore Extractor	BUILDING	4	2	50	Ice Giant	MUD;ONI;USTUR	Extraction		Boron	41	Advanced Sensor Grid	35	Alloy Frame	34	Aluminum	28	Barrier Material	28	Base Structure	25				
ice-giant-cobalt-ore-extractor-t5	Cobalt Ore Extractor	BUILDING	5	2	40	Ice Giant	MUD;ONI;USTUR	Extraction		Boron	50	Advanced Sensor Grid	42	Alloy Frame	41	Aluminum	34	Barrier Material	34	Base Structure	30	Boron Composite	25		
ice-giant-diamond-extractor-t1	Diamond Extractor	BUILDING	1	2	90	Ice Giant	MUD;ONI;USTUR	Extraction		Boron	23	Advanced Sensor Grid	20	Alloy Frame	19										
ice-giant-diamond-extractor-t2	Diamond Extractor	BUILDING	2	2	75	Ice Giant	MUD;ONI;USTUR	Extraction		Boron	28	Advanced Sensor Grid	24	Alloy Frame	23	Aluminum	19								
ice-giant-diamond-extractor-t3	Diamond Extractor	BUILDING	3	2	60	Ice Giant	MUD;ONI;USTUR	Extraction		Boron	34	Advanced Sensor Grid	29	Alloy Frame	28	Aluminum	23	Barrier Material	23						
ice-giant-diamond-extractor-t4	Diamond Extractor	BUILDING	4	2	50	Ice Giant	MUD;ONI;USTUR	Extraction		Boron	41	Advanced Sensor Grid	35	Alloy Frame	34	Aluminum	28	Barrier Material	28	Base Structure	25				
ice-giant-diamond-extractor-t5	Diamond Extractor	BUILDING	5	2	40	Ice Giant	MUD;ONI;USTUR	Extraction		Boron	50	Advanced Sensor Grid	42	Alloy Frame	41	Aluminum	34	Barrier Material	34	Base Structure	30	Boron Composite	25		
ice-giant-garnet-crystals-extractor-t1	Garnet Crystals Extractor	BUILDING	1	2	90	Ice Giant	MUD;ONI;USTUR	Extraction		Boron	23	Advanced Sensor Grid	20	Alloy Frame	19										
ice-giant-garnet-crystals-extractor-t2	Garnet Crystals Extractor	BUILDING	2	2	75	Ice Giant	MUD;ONI;USTUR	Extraction		Boron	28	Advanced Sensor Grid	24	Alloy Frame	23	Aluminum	19								
ice-giant-garnet-crystals-extractor-t3	Garnet Crystals Extractor	BUILDING	3	2	60	Ice Giant	MUD;ONI;USTUR	Extraction		Boron	34	Advanced Sensor Grid	29	Alloy Frame	28	Aluminum	23	Barrier Material	23						
ice-giant-garnet-crystals-extractor-t4	Garnet Crystals Extractor	BUILDING	4	2	50	Ice Giant	MUD;ONI;USTUR	Extraction		Boron	41	Advanced Sensor Grid	35	Alloy Frame	34	Aluminum	28	Barrier Material	28	Base Structure	25				
ice-giant-garnet-crystals-extractor-t5	Garnet Crystals Extractor	BUILDING	5	2	40	Ice Giant	MUD;ONI;USTUR	Extraction		Boron	50	Advanced Sensor Grid	42	Alloy Frame	41	Aluminum	34	Barrier Material	34	Base Structure	30	Boron Composite	25		
ice-giant-cryo-formation-crystals-extractor-t1	Cryo Formation Crystals Extractor	BUILDING	1	3	180	Ice Giant	MUD;ONI;USTUR	Extraction		Boron	23	Advanced Sensor Grid	20	Alloy Frame	19										
ice-giant-cryo-formation-crystals-extractor-t2	Cryo Formation Crystals Extractor	BUILDING	2	3	150	Ice Giant	MUD;ONI;USTUR	Extraction		Boron	28	Advanced Sensor Grid	24	Alloy Frame	23	Aluminum	19								
ice-giant-cryo-formation-crystals-extractor-t3	Cryo Formation Crystals Extractor	BUILDING	3	3	120	Ice Giant	MUD;ONI;USTUR	Extraction		Boron	34	Advanced Sensor Grid	29	Alloy Frame	28	Aluminum	23	Barrier Material	23						
ice-giant-cryo-formation-crystals-extractor-t4	Cryo Formation Crystals Extractor	BUILDING	4	3	100	Ice Giant	MUD;ONI;USTUR	Extraction		Boron	41	Advanced Sensor Grid	35	Alloy Frame	34	Aluminum	28	Barrier Material	28	Assembly Control Matrix	17				
ice-giant-cryo-formation-crystals-extractor-t5	Cryo Formation Crystals Extractor	BUILDING	5	3	80	Ice Giant	MUD;ONI;USTUR	Extraction		Boron	50	Advanced Sensor Grid	42	Alloy Frame	41	Aluminum	34	Barrier Material	34	Assembly Control Matrix	21	Beryllium Matrix	19		
ice-giant-hicenium-crystals-extractor-t1	Hicenium Crystals Extractor	BUILDING	1	4	300	Ice Giant	MUD;ONI;USTUR	Extraction		Boron	23	Advanced Sensor Grid	20	Aluminum	17										
ice-giant-hicenium-crystals-extractor-t2	Hicenium Crystals Extractor	BUILDING	2	4	250	Ice Giant	MUD;ONI;USTUR	Extraction		Boron	28	Advanced Sensor Grid	24	Aluminum	21	Boron Composite	19								
ice-giant-hicenium-crystals-extractor-t3	Hicenium Crystals Extractor	BUILDING	3	4	200	Ice Giant	MUD;ONI;USTUR	Extraction		Boron	34	Advanced Sensor Grid	29	Aluminum	26	Boron Composite	23	Capacitor Matrix Core	19						
ice-giant-hicenium-crystals-extractor-t4	Hicenium Crystals Extractor	BUILDING	4	4	160	Ice Giant	MUD;ONI;USTUR	Extraction		Boron	41	Advanced Sensor Grid	35	Aluminum	32	Boron Composite	28	Capacitor Matrix Core	23	Capacity Control Core	19				
ice-giant-hicenium-crystals-extractor-t5	Hicenium Crystals Extractor	BUILDING	5	4	120	Ice Giant	MUD;ONI;USTUR	Extraction		Boron	50	Advanced Sensor Grid	42	Aluminum	39	Boron Composite	34	Capacitor Matrix Core	28	Capacity Control Core	23	Assembly Control Matrix	19		
ice-giant-beryllium-crystals-extractor-t1	Beryllium Crystals Extractor	BUILDING	1	5	480	Ice Giant	MUD;ONI;USTUR	Extraction		Assembly Control Matrix	17	Beryllium Matrix	14	Capacitor Matrix Core	15										
ice-giant-beryllium-crystals-extractor-t2	Beryllium Crystals Extractor	BUILDING	2	5	400	Ice Giant	MUD;ONI;USTUR	Extraction		Assembly Control Matrix	21	Beryllium Matrix	17	Capacitor Matrix Core	18	Capacity Control Core	15								
ice-giant-beryllium-crystals-extractor-t3	Beryllium Crystals Extractor	BUILDING	3	5	320	Ice Giant	MUD;ONI;USTUR	Extraction		Assembly Control Matrix	26	Beryllium Matrix	21	Capacitor Matrix Core	22	Capacity Control Core	18	Abyssal Energy Core	17						
ice-giant-beryllium-crystals-extractor-t4	Beryllium Crystals Extractor	BUILDING	4	5	250	Ice Giant	MUD;ONI;USTUR	Extraction		Assembly Control Matrix	32	Beryllium Matrix	26	Capacitor Matrix Core	27	Capacity Control Core	22	Abyssal Energy Core	21	EM Bio Core	17				
ice-giant-beryllium-crystals-extractor-t5	Beryllium Crystals Extractor	BUILDING	5	5	200	Ice Giant	MUD;ONI;USTUR	Extraction		Assembly Control Matrix	39	Beryllium Matrix	32	Capacitor Matrix Core	33	Capacity Control Core	27	Abyssal Energy Core	26	EM Bio Core	21	Energy Network Core	19		
ice-giant-biolumite-extractor-t1	Biolumite Extractor	BUILDING	1	5	480	Ice Giant	MUD;ONI;USTUR	Extraction		Assembly Control Matrix	17	Beryllium Matrix	14	Capacitor Matrix Core	15										
ice-giant-biolumite-extractor-t2	Biolumite Extractor	BUILDING	2	5	400	Ice Giant	MUD;ONI;USTUR	Extraction		Assembly Control Matrix	21	Beryllium Matrix	17	Capacitor Matrix Core	18	Capacity Control Core	15								
ice-giant-biolumite-extractor-t3	Biolumite Extractor	BUILDING	3	5	320	Ice Giant	MUD;ONI;USTUR	Extraction		Assembly Control Matrix	26	Beryllium Matrix	21	Capacitor Matrix Core	22	Capacity Control Core	18	Abyssal Energy Core	17						
ice-giant-biolumite-extractor-t4	Biolumite Extractor	BUILDING	4	5	250	Ice Giant	MUD;ONI;USTUR	Extraction		Assembly Control Matrix	32	Beryllium Matrix	26	Capacitor Matrix Core	27	Capacity Control Core	22	Abyssal Energy Core	21	EM Bio Core	17				
ice-giant-biolumite-extractor-t5	Biolumite Extractor	BUILDING	5	5	200	Ice Giant	MUD;ONI;USTUR	Extraction		Assembly Control Matrix	39	Beryllium Matrix	32	Capacitor Matrix Core	33	Capacity Control Core	27	Abyssal Energy Core	26	EM Bio Core	21	Energy Network Core	19		
gas-giant-central-hub-t1	Central Hub	BUILDING	1			Gas Giant	MUD;ONI;USTUR	Infrastructure		Auto-Built															
gas-giant-central-hub-t2	Central Hub	BUILDING	2		135	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Advanced Sensor Grid	28	Alloy Frame	27	Barrier Material	24	Base Structure	21								
gas-giant-central-hub-t3	Central Hub	BUILDING	3		180	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Advanced Sensor Grid	34	Alloy Frame	33	Barrier Material	29	Base Structure	26	Aerogel	19						
gas-giant-central-hub-t4	Central Hub	BUILDING	4		270	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Advanced Sensor Grid	41	Alloy Frame	40	Barrier Material	35	Base Structure	32	Aerogel	23	Energy Substrate	19				
gas-giant-central-hub-t5	Central Hub	BUILDING	5		360	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Advanced Sensor Grid	50	Alloy Frame	48	Barrier Material	42	Base Structure	39	Aerogel	28	Energy Substrate	23	Particle Accelerator	19		
gas-giant-cultivation-hub-t1	Cultivation Hub	BUILDING	1			Gas Giant	MUD;ONI;USTUR	Infrastructure		Auto-Built															
gas-giant-cultivation-hub-t2	Cultivation Hub	BUILDING	2		135	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Advanced Sensor Grid	28	Alloy Frame	27	Barrier Material	24	Base Structure	21								
gas-giant-cultivation-hub-t3	Cultivation Hub	BUILDING	3		180	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Advanced Sensor Grid	34	Alloy Frame	33	Barrier Material	29	Base Structure	26	Aerogel	19						
gas-giant-cultivation-hub-t4	Cultivation Hub	BUILDING	4		270	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Advanced Sensor Grid	41	Alloy Frame	40	Barrier Material	35	Base Structure	32	Aerogel	23	Energy Substrate	19				
gas-giant-cultivation-hub-t5	Cultivation Hub	BUILDING	5		360	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Advanced Sensor Grid	50	Alloy Frame	48	Barrier Material	42	Base Structure	39	Aerogel	28	Energy Substrate	23	Particle Accelerator	19		
gas-giant-processing-hub-t1	Processing Hub	BUILDING	1		90	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Biomass	25	Carbon	20	Hydrogen	15										
gas-giant-processing-hub-t2	Processing Hub	BUILDING	2		135	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Advanced Sensor Grid	24	Alloy Frame	21	Barrier Material	18	Base Structure	15								
gas-giant-processing-hub-t3	Processing Hub	BUILDING	3		180	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Advanced Sensor Grid	29	Alloy Frame	26	Barrier Material	22	Base Structure	18	Aerogel	19						
gas-giant-processing-hub-t4	Processing Hub	BUILDING	4		270	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Advanced Sensor Grid	35	Alloy Frame	32	Barrier Material	27	Base Structure	22	Aerogel	23	Energy Substrate	19				
gas-giant-processing-hub-t5	Processing Hub	BUILDING	5		360	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Advanced Sensor Grid	42	Alloy Frame	39	Barrier Material	33	Base Structure	27	Aerogel	28	Energy Substrate	23	Particle Accelerator	19		
gas-giant-extraction-hub-t1	Extraction Hub	BUILDING	1		90	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Biomass	25	Carbon	20	Hydrogen	15										
gas-giant-extraction-hub-t2	Extraction Hub	BUILDING	2		135	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Advanced Sensor Grid	24	Alloy Frame	21	Barrier Material	18	Base Structure	15								
gas-giant-extraction-hub-t3	Extraction Hub	BUILDING	3		180	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Advanced Sensor Grid	29	Alloy Frame	26	Barrier Material	22	Base Structure	18	Aerogel	19						
gas-giant-extraction-hub-t4	Extraction Hub	BUILDING	4		270	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Advanced Sensor Grid	35	Alloy Frame	32	Barrier Material	27	Base Structure	22	Aerogel	23	Energy Substrate	19				
gas-giant-extraction-hub-t5	Extraction Hub	BUILDING	5		360	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Advanced Sensor Grid	42	Alloy Frame	39	Barrier Material	33	Base Structure	27	Aerogel	28	Energy Substrate	23	Particle Accelerator	19		
gas-giant-storage-hub-t1	Storage Hub	BUILDING	1		90	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Biomass	25	Carbon	20	Hydrogen	15										
gas-giant-storage-hub-t2	Storage Hub	BUILDING	2		135	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Advanced Sensor Grid	24	Alloy Frame	21	Barrier Material	18	Base Structure	15								
gas-giant-storage-hub-t3	Storage Hub	BUILDING	3		180	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Advanced Sensor Grid	29	Alloy Frame	26	Barrier Material	22	Base Structure	18	Aerogel	19						
gas-giant-storage-hub-t4	Storage Hub	BUILDING	4		270	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Advanced Sensor Grid	35	Alloy Frame	32	Barrier Material	27	Base Structure	22	Aerogel	23	Energy Substrate	19				
gas-giant-storage-hub-t5	Storage Hub	BUILDING	5		360	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Advanced Sensor Grid	42	Alloy Frame	39	Barrier Material	33	Base Structure	27	Aerogel	28	Energy Substrate	23	Particle Accelerator	19		
gas-giant-farm-hub-t1	Farm Hub	BUILDING	1		90	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Biomass	25	Carbon	20	Hydrogen	15										
gas-giant-farm-hub-t2	Farm Hub	BUILDING	2		135	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Advanced Sensor Grid	24	Alloy Frame	21	Barrier Material	18	Base Structure	15								
gas-giant-farm-hub-t3	Farm Hub	BUILDING	3		180	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Advanced Sensor Grid	29	Alloy Frame	26	Barrier Material	22	Base Structure	18	Aerogel	19						
gas-giant-farm-hub-t4	Farm Hub	BUILDING	4		270	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Advanced Sensor Grid	35	Alloy Frame	32	Barrier Material	27	Base Structure	22	Aerogel	23	Energy Substrate	19				
gas-giant-farm-hub-t5	Farm Hub	BUILDING	5		360	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Advanced Sensor Grid	42	Alloy Frame	39	Barrier Material	33	Base Structure	27	Aerogel	28	Energy Substrate	23	Particle Accelerator	19		
gas-giant-power-plant-t1	Power Plant	BUILDING	1		90	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Biomass	25	Carbon	20	Hydrogen	15										
gas-giant-power-plant-t2	Power Plant	BUILDING	2		135	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Advanced Sensor Grid	24	Alloy Frame	21	Barrier Material	18	Base Structure	15								
gas-giant-power-plant-t3	Power Plant	BUILDING	3		180	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Advanced Sensor Grid	29	Alloy Frame	26	Barrier Material	22	Base Structure	18	Aerogel	19						
gas-giant-power-plant-t4	Power Plant	BUILDING	4		270	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Advanced Sensor Grid	35	Alloy Frame	32	Barrier Material	27	Base Structure	22	Aerogel	23	Energy Substrate	19				
gas-giant-power-plant-t5	Power Plant	BUILDING	5		360	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Advanced Sensor Grid	42	Alloy Frame	39	Barrier Material	33	Base Structure	27	Aerogel	28	Energy Substrate	23	Particle Accelerator	19		
gas-giant-crew-quarters-t1	Crew Quarters	BUILDING	1		90	Gas Giant	MUD;ONI;USTUR	Infrastructure	1	Biomass	25	Carbon	20	Hydrogen	15										
